date,time,weather_humidity,weather_temperature,soil_moisture,water_level,soil_temperature,soil_conductivity,soil_ph,soil_nitrogen,soil_phosporus,soil_potasium
06/06/2024,21:06:02,weather_humidity:45.00,weather_temperature:29.00,soil_moisture:100.00,water_level:25.66,temperature:27.10,conductivity:217,ph:5.00,nitrogen:60,phosporus:185,potasium:178
06/06/2024,21:06:07,weather_humidity:45.00,weather_temperature:29.00,soil_moisture:100.00,water_level:25.66,temperature:27.10,conductivity:217,ph:5.00,nitrogen:60,phosporus:185,potasium:178
06/06/2024,21:07:02,weather_humidity:44.00,weather_temperature:29.00,soil_moisture:100.00,water_level:25.52,temperature:27.10,conductivity:217,ph:5.00,nitrogen:60,phosporus:185,potasium:178
06/06/2024,21:07:08,weather_humidity:44.00,weather_temperature:29.00,soil_moisture:100.00,water_level:25.66,temperature:27.10,conductivity:217,ph:5.00,nitrogen:60,phosporus:185,potasium:178
06/06/2024,21:08:04,weather_humidity:45.00,weather_temperature:29.00,soil_moisture:100.00,water_level:25.66,temperature:27.10,conductivity:217,ph:5.00,nitrogen:60,phosporus:185,potasium:178
06/06/2024,21:08:09,weather_humidity:45.00,weather_temperature:29.00,soil_moisture:100.00,water_level:25.66,temperature:27.10,conductivity:217,ph:5.00,nitrogen:60,phosporus:185,potasium:178
06/06/2024,21:09:01,weather_humidity:45.00,weather_temperature:29.00,soil_moisture:100.00,water_level:25.66,temperature:27.10,conductivity:217,ph:5.10,nitrogen:60,phosporus:185,potasium:178
06/06/2024,21:09:06,weather_humidity:45.00,weather_temperature:29.00,soil_moisture:100.00,water_level:25.66,temperature:27.10,conductivity:217,ph:5.10,nitrogen:60,phosporus:185,potasium:178
06/06/2024,21:09:11,weather_humidity:45.00,weather_temperature:29.00,soil_moisture:100.00,water_level:25.66,temperature:27.10,conductivity:217,ph:5.10,nitrogen:60,phosporus:185,potasium:178
06/06/2024,23:00:06,weather_humidity:49.00,weather_temperature:28.00,soil_moisture:100.00,water_level:2.29,temperature:26.70,conductivity:215,ph:5.20,nitrogen:59,phosporus:184,potasium:177
07/06/2024,08:15:10,weather_humidity:72.00,weather_temperature:24.00,soil_moisture:0.00,water_level:-14.65,temperature:23.50,conductivity:0,ph:3.00,nitrogen:0,phosporus:0,potasium:0
07/06/2024,08:18:09,weather_humidity:71.00,weather_temperature:24.00,soil_moisture:0.00,water_level:4.48,temperature:23.50,conductivity:0,ph:3.00,nitrogen:0,phosporus:0,potasium:0
07/06/2024,08:19:05,weather_humidity:72.00,weather_temperature:24.00,soil_moisture:34.70,water_level:9.26,temperature:25.60,conductivity:68,ph:4.20,nitrogen:29,phosporus:113,potasium:106
07/06/2024,08:21:02,weather_humidity:71.00,weather_temperature:24.00,soil_moisture:100.00,water_level:9.13,temperature:25.60,conductivity:181,ph:5.50,nitrogen:52,phosporus:167,potasium:161
07/06/2024,08:21:08,weather_humidity:70.00,weather_temperature:24.00,soil_moisture:100.00,water_level:9.26,temperature:25.50,conductivity:181,ph:5.50,nitrogen:52,phosporus:167,potasium:161
07/06/2024,08:23:03,weather_humidity:71.00,weather_temperature:24.00,soil_moisture:100.00,water_level:9.13,temperature:25.50,conductivity:180,ph:5.30,nitrogen:52,phosporus:167,potasium:160
07/06/2024,08:23:10,weather_humidity:71.00,weather_temperature:24.00,soil_moisture:100.00,water_level:9.26,temperature:25.40,conductivity:181,ph:5.20,nitrogen:52,phosporus:167,potasium:161
07/06/2024,08:25:03,weather_humidity:70.00,weather_temperature:24.00,soil_moisture:100.00,water_level:30.17,temperature:25.60,conductivity:172,ph:4.30,nitrogen:50,phosporus:163,potasium:156
07/06/2024,08:25:09,weather_humidity:70.00,weather_temperature:24.00,soil_moisture:0.00,water_level:30.17,temperature:25.10,conductivity:0,ph:5.20,nitrogen:0,phosporus:0,potasium:0
07/06/2024,08:26:08,weather_humidity:71.00,weather_temperature:24.00,soil_moisture:61.50,water_level:32.63,temperature:25.20,conductivity:147,ph:4.00,nitrogen:45,phosporus:151,potasium:144
07/06/2024,08:31:05,weather_humidity:71.00,weather_temperature:24.00,soil_moisture:61.30,water_level:30.17,temperature:25.20,conductivity:163,ph:4.80,nitrogen:49,phosporus:159,potasium:152
07/06/2024,08:31:11,weather_humidity:71.00,weather_temperature:24.00,soil_moisture:61.50,water_level:30.17,temperature:25.20,conductivity:163,ph:4.80,nitrogen:49,phosporus:159,potasium:152
